user_id,company_name,signup_date,plan,monthly_fee,customer_status,last_login,total_revenue_generated,ticket_id,issue_type,priority,submission_date,resolution_date,ticket_status,feedback_score,ticket_resolution_time
1020,Good and Sons,2024-05-15,Starter,47,Active,2024-11-23,376,125,Other,High,2024-02-25,,Open,0.0,0.0
1020,Good and Sons,2024-05-15,Starter,47,Active,2024-11-23,376,459,Other,Low,2024-06-23,2024-07-18,Resolved,1.0,25.0
1021,"Ortiz, Webb and Wood",2024-05-12,Enterprise,199,Active,2024-08-31,796,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1022,"Foster, Moran and Reeves",2024-11-01,Professional,97,Canceled,2024-12-25,582,730,Other,Medium,2024-04-04,,Open,0.0,0.0
1023,"Smith, Sparks and Anderson",2023-08-24,Professional,97,Canceled,2024-03-06,485,721,Billing Query,Medium,2024-10-27,,Open,0.0,0.0
1023,"Smith, Sparks and Anderson",2023-08-24,Professional,97,Canceled,2024-03-06,485,973,Feature Request,Low,2024-09-14,2024-09-26,Resolved,1.0,12.0
1024,"Benjamin, Krause and Lewis",2024-05-16,Starter,47,Canceled,2024-09-23,423,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1025,"Martin, Walters and Kim",2024-03-31,Enterprise,199,Active,2024-07-09,199,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1026,"Cook, Walker and Medina",2024-02-05,Professional,97,Canceled,2024-10-22,485,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1027,"Wilson, Ramirez and Montgomery",2024-03-15,Professional,97,Canceled,2024-12-30,1067,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1028,"Spence, Dillon and Rowe",2024-03-01,Professional,97,Canceled,2024-04-12,582,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1029,White-Cortez,2024-07-19,Professional,97,Canceled,2024-10-10,97,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1030,"Owens, Jones and Brown",2023-07-24,Starter,47,Canceled,2024-04-15,141,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1031,"Woods, Snow and Davis",2024-01-06,Professional,97,Canceled,2024-08-30,582,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1032,Sims and Sons,2023-03-06,Starter,47,Canceled,2023-05-30,47,968,Other,High,2024-03-14,2024-03-30,Resolved,2.0,16.0
1033,Valdez-Adams,2024-04-13,Starter,47,Canceled,2024-09-26,235,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1034,Brown LLC,2023-10-17,Professional,97,Active,2024-02-02,679,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1035,Hamilton-Briggs,2023-07-10,Starter,47,Canceled,2023-09-25,517,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1036,"Sullivan, Watkins and Cabrera",2024-06-28,Starter,47,Canceled,2025-01-02,188,217,Billing Query,Low,2024-09-24,,Open,0.0,0.0
1037,Miller Inc,2025-01-24,Professional,97,Canceled,2025-01-29,291,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1038,Peterson Group,2024-11-23,Enterprise,199,Canceled,2024-12-30,2189,641,Feature Request,Low,2024-10-06,2024-10-15,In Progress,0.0,9.0
1039,Arias-Carson,2024-09-18,Professional,97,Active,2024-10-30,2134,550,Feature Request,Low,2024-07-11,2024-07-19,In Progress,0.0,8.0
1039,Arias-Carson,2024-09-18,Professional,97,Active,2024-10-30,2134,654,Other,Low,2025-01-10,,Open,0.0,0.0
1040,Briggs and Sons,2024-05-25,Enterprise,199,Active,2024-07-25,199,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1041,Norman LLC,2024-04-20,Professional,97,Active,2024-06-01,776,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1042,Miller-Beasley,2023-09-17,Starter,47,Active,2023-11-07,940,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1043,Salinas PLC,2025-01-08,Starter,47,Active,2025-01-16,376,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1044,Rose-Barr,2024-10-10,Starter,47,Active,2024-11-11,47,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1045,Sherman Ltd,2024-08-02,Enterprise,199,Active,2024-10-31,2587,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1046,Carlson and Sons,2024-07-12,Enterprise,199,Active,2024-11-11,1990,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1047,"White, Lee and Sanchez",2024-12-30,Enterprise,199,Canceled,2025-01-14,2388,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1048,"Gentry, Garcia and Reynolds",2024-10-19,Professional,97,Active,2025-02-02,2037,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1049,Joseph LLC,2023-08-18,Enterprise,199,Active,2024-08-12,398,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1050,Williams and Sons,2024-12-01,Enterprise,199,Canceled,2025-01-14,1592,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1051,"Dean, Allen and Nelson",2024-04-22,Starter,47,Active,2024-06-22,940,816,Other,High,2024-07-13,2024-07-23,Resolved,3.0,10.0
1052,Burnett-Young,2024-03-27,Professional,97,Active,2024-06-26,1455,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1053,Small-Cruz,2023-11-26,Enterprise,199,Active,2024-02-12,3980,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1054,"Smith, Elliott and Good",2024-12-31,Starter,47,Active,2025-01-22,940,128,Technical Issue,Medium,2024-09-09,,Open,0.0,0.0
1055,"Newton, Vargas and Little",2024-02-21,Enterprise,199,Canceled,2024-07-28,995,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1056,"Ross, White and Vargas",2023-06-12,Enterprise,199,Canceled,2025-01-08,1791,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1057,Dudley-Wright,2023-06-28,Starter,47,Canceled,2023-11-22,376,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1058,Crane-Payne,2024-07-03,Enterprise,199,Active,2024-11-16,2786,3,Technical Issue,Medium,2024-06-17,,Open,0.0,0.0
1059,"Cooper, Zuniga and Gallegos",2024-01-19,Professional,97,Active,2024-03-11,1843,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1060,Martin-Martinez,2025-01-31,Starter,47,Canceled,2025-01-31,423,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1061,Winters-Chavez,2024-04-09,Enterprise,199,Active,2024-07-17,995,423,Billing Query,Medium,2024-05-25,2024-06-24,Resolved,4.0,30.0
1062,Haynes-Wallace,2024-12-28,Professional,97,Active,2025-01-27,679,293,Login Issues,High,2024-04-20,2024-04-30,Resolved,4.0,10.0
1063,Clark-Sanchez,2023-07-18,Professional,97,Canceled,2023-09-25,582,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1064,Carter Ltd,2023-02-15,Professional,97,Active,2024-07-27,1455,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1065,Rodriguez PLC,2023-12-11,Professional,97,Canceled,2024-09-01,485,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1066,Martinez-Vaughn,2023-07-28,Starter,47,Active,2023-12-29,705,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1067,Lee-Russo,2025-01-21,Professional,97,Active,2025-01-28,485,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1068,Hatfield-Carson,2024-06-07,Starter,47,Canceled,2025-01-17,235,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1069,Long-Brown,2023-07-25,Professional,97,Active,2024-01-15,2231,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1070,Sellers Ltd,2024-08-08,Starter,47,Active,2024-08-09,141,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1071,Singleton-White,2023-12-07,Starter,47,Active,2023-12-18,799,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1072,Reed-Nguyen,2024-12-04,Professional,97,Canceled,2025-01-27,194,965,Billing Query,Medium,2024-07-30,2024-08-08,Resolved,4.0,9.0
1073,"Roberts, Hooper and Peck",2023-11-29,Enterprise,199,Canceled,2023-12-13,199,564,Other,Medium,2024-06-10,2024-07-08,Resolved,1.0,28.0
1074,Barry-Berg,2024-05-08,Enterprise,199,Canceled,2024-05-25,199,795,Billing Query,High,2024-02-28,,Open,0.0,0.0
1075,Hall-Sanders,2024-01-14,Enterprise,199,Canceled,2024-04-26,2388,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1076,"Campos, Martin and Davis",2023-04-16,Professional,97,Active,2024-04-17,970,40,Other,Low,2024-12-25,2024-12-29,In Progress,0.0,4.0
1077,Carlson-Fisher,2023-11-23,Enterprise,199,Active,2024-11-19,2786,198,Login Issues,Low,2024-06-16,2024-07-15,In Progress,0.0,29.0
1078,Jones-Bennett,2023-04-25,Starter,47,Active,2024-09-20,188,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1079,"Williams, Charles and Welch",2023-07-12,Professional,97,Canceled,2024-09-30,291,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1080,"Cummings, Ramsey and Saunders",2024-02-06,Enterprise,199,Active,2024-06-26,3781,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1081,Yang-Rogers,2024-05-29,Enterprise,199,Active,2024-05-31,4577,95,Other,Medium,2024-09-13,2024-09-17,In Progress,0.0,4.0
1081,Yang-Rogers,2024-05-29,Enterprise,199,Active,2024-05-31,4577,669,Feature Request,High,2024-05-17,2024-05-23,In Progress,0.0,6.0
1082,Chandler Group,2024-04-17,Starter,47,Canceled,2025-01-02,329,909,Billing Query,High,2025-01-28,2025-02-08,In Progress,0.0,11.0
1083,Duran Group,2024-04-17,Professional,97,Canceled,2024-08-27,485,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1084,"Marshall, Garcia and Lee",2024-07-11,Enterprise,199,Canceled,2024-10-05,1592,55,Technical Issue,Low,2024-04-02,2024-04-28,In Progress,0.0,26.0
1085,"Cross, Wheeler and Dougherty",2024-06-18,Enterprise,199,Canceled,2024-08-14,1791,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1086,Thomas-Ellis,2023-03-22,Starter,47,Active,2023-12-19,423,535,Other,High,2024-05-20,,Open,0.0,0.0
1087,"Hensley, Wagner and Palmer",2024-11-22,Professional,97,Active,2024-12-28,970,570,Login Issues,Medium,2024-07-21,2024-07-28,Resolved,4.0,7.0
1088,Barr-Aguirre,2023-10-03,Starter,47,Active,2024-06-01,282,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1089,Murphy-Houston,2023-09-15,Starter,47,Active,2024-07-03,611,247,Billing Query,High,2024-07-02,,Open,0.0,0.0
1089,Murphy-Houston,2023-09-15,Starter,47,Active,2024-07-03,611,522,Feature Request,Medium,2025-01-10,2025-01-26,Resolved,3.0,16.0
1090,Johnson-Hancock,2023-12-15,Enterprise,199,Active,2024-07-20,2189,591,Other,High,2024-03-11,2024-03-13,Resolved,1.0,2.0
1091,Jones PLC,2024-12-18,Enterprise,199,Active,2024-12-31,597,714,Other,Low,2024-06-07,2024-07-04,Resolved,2.0,27.0
1092,"Huff, Collins and Miller",2024-10-08,Enterprise,199,Active,2024-10-31,199,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1093,Pacheco and Sons,2023-02-17,Professional,97,Canceled,2024-07-05,679,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1094,Mata Inc,2023-02-26,Professional,97,Canceled,2023-10-07,97,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1095,"Davis, Hill and Jackson",2023-12-15,Enterprise,199,Active,2024-09-21,3184,450,Login Issues,Low,2024-05-19,2024-06-14,Resolved,4.0,26.0
1095,"Davis, Hill and Jackson",2023-12-15,Enterprise,199,Active,2024-09-21,3184,555,Billing Query,Medium,2024-03-29,2024-03-30,In Progress,0.0,1.0
1096,Thomas and Sons,2025-01-30,Starter,47,Canceled,2025-01-31,329,561,Login Issues,Medium,2024-04-21,2024-05-09,Resolved,4.0,18.0
1096,Thomas and Sons,2025-01-30,Starter,47,Canceled,2025-01-31,329,912,Other,High,2024-02-19,,Open,0.0,0.0
1097,Wright-Richard,2023-11-15,Enterprise,199,Active,2024-10-03,398,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1098,"Randall, Burton and Hunter",2024-09-04,Starter,47,Active,2025-01-06,611,949,Other,Low,2024-11-15,2024-12-01,Resolved,1.0,16.0
1099,Thomas Ltd,2025-01-20,Starter,47,Active,2025-01-28,752,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1100,"Jackson, Moore and Edwards",2024-11-01,Professional,97,Canceled,2024-11-25,194,393,Feature Request,Medium,2024-06-01,2024-06-30,Resolved,3.0,29.0
1101,Stevens-Garza,2024-09-18,Professional,97,Active,2024-10-03,1067,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1102,Hampton LLC,2023-06-23,Enterprise,199,Canceled,2024-01-26,199,849,Feature Request,Medium,2024-10-21,,Open,0.0,0.0
1103,Young PLC,2023-09-23,Enterprise,199,Canceled,2024-08-21,1194,586,Technical Issue,Low,2024-12-31,,Open,0.0,0.0
1104,Richards-Mercado,2023-03-31,Enterprise,199,Canceled,2024-11-20,1990,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1105,Hill Group,2023-11-17,Enterprise,199,Canceled,2024-04-18,995,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1106,Knight-Thomas,2023-09-16,Enterprise,199,Active,2024-09-01,1393,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1107,"Peters, Mason and Dickerson",2024-07-28,Professional,97,Canceled,2024-08-01,1164,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1108,Delgado-Wilson,2023-05-12,Enterprise,199,Canceled,2023-06-15,2189,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1109,"Torres, Alvarez and Foster",2023-09-08,Starter,47,Canceled,2024-02-20,329,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1110,Mathis-Green,2023-12-24,Enterprise,199,Active,2024-04-15,2388,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1111,"Stephenson, Flores and Smith",2024-11-26,Professional,97,Active,2025-01-15,1261,199,Feature Request,High,2024-07-16,,Open,0.0,0.0
1112,Moore and Sons,2024-02-21,Starter,47,Canceled,2024-03-10,47,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1113,Miller-Koch,2024-09-09,Professional,97,Active,2024-11-06,1358,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1114,Acosta-Hayes,2024-12-31,Enterprise,199,Active,2025-01-04,4378,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1115,Perkins-Hines,2023-07-04,Starter,47,Active,2024-07-29,423,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1116,Delacruz-Craig,2023-07-26,Starter,47,Active,2023-10-09,987,193,Feature Request,Medium,2024-02-05,,Open,0.0,0.0
1116,Delacruz-Craig,2023-07-26,Starter,47,Active,2023-10-09,987,395,Other,Low,2024-08-31,2024-09-13,Resolved,4.0,13.0
1117,Gomez Group,2023-11-29,Starter,47,Canceled,2024-05-28,282,971,Login Issues,Low,2024-07-11,2024-07-16,Resolved,5.0,5.0
1118,"Klein, Matthews and Munoz",2024-08-15,Starter,47,Canceled,2024-12-25,517,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1119,Jackson Ltd,2024-07-12,Enterprise,199,Canceled,2024-09-09,2388,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1120,Gregory-Gonzalez,2023-05-10,Enterprise,199,Active,2024-03-15,2388,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1121,Thompson-Davies,2024-12-23,Enterprise,199,Active,2024-12-30,3383,592,Login Issues,Medium,2024-02-26,2024-02-28,Resolved,1.0,2.0
1121,Thompson-Davies,2024-12-23,Enterprise,199,Active,2024-12-30,3383,926,Feature Request,Medium,2024-10-21,,Open,0.0,0.0
1122,Munoz-Smith,2023-03-13,Professional,97,Active,2024-11-20,194,75,Other,High,2024-03-20,2024-03-30,Resolved,5.0,10.0
1123,Galloway-Thomas,2024-09-09,Professional,97,Canceled,2025-01-20,970,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1124,Johnson and Sons,2024-04-03,Enterprise,199,Active,2024-10-22,1791,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1125,Williams Inc,2024-03-13,Professional,97,Canceled,2024-03-24,970,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1126,Anderson Ltd,2023-11-04,Enterprise,199,Active,2024-07-09,2388,915,Login Issues,High,2024-02-29,2024-03-29,Resolved,3.0,29.0
1127,Martin-Gordon,2024-02-16,Professional,97,Canceled,2024-08-03,582,116,Other,Low,2024-11-09,2024-11-15,Resolved,2.0,6.0
1127,Martin-Gordon,2024-02-16,Professional,97,Canceled,2024-08-03,582,705,Other,Low,2024-03-19,,Open,0.0,0.0
1128,Phillips PLC,2023-12-29,Starter,47,Active,2024-03-09,141,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1129,Andrews-Hammond,2023-11-21,Enterprise,199,Canceled,2024-06-28,597,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1130,"Walton, Blake and Clark",2024-10-02,Professional,97,Active,2024-10-24,582,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1131,Parker-Ramsey,2024-07-18,Enterprise,199,Canceled,2024-09-13,398,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1132,Winters-Rosario,2024-11-20,Starter,47,Canceled,2025-01-31,470,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1133,Sanchez-Freeman,2023-07-22,Professional,97,Canceled,2024-12-31,873,306,Technical Issue,Medium,2024-03-02,2024-03-24,Resolved,4.0,22.0
1134,"Johnson, Wood and Hawkins",2024-06-19,Professional,97,Active,2024-10-02,2231,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1135,Washington-Griffith,2024-05-29,Enterprise,199,Active,2024-12-05,1393,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1136,Holt-Moon,2024-12-03,Professional,97,Canceled,2024-12-21,97,608,Feature Request,Medium,2024-07-13,2024-07-20,Resolved,4.0,7.0
1136,Holt-Moon,2024-12-03,Professional,97,Canceled,2024-12-21,97,835,Login Issues,Low,2024-02-03,2024-02-08,Resolved,2.0,5.0
1137,Miller Ltd,2023-10-02,Enterprise,199,Active,2024-08-23,3781,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1138,Munoz-Browning,2023-04-30,Professional,97,Canceled,2024-07-13,1067,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1139,"White, Ward and Murphy",2023-05-22,Enterprise,199,Active,2023-07-18,1592,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1140,"Phelps, Johnson and Smith",2023-07-24,Starter,47,Active,2024-07-02,611,398,Login Issues,Low,2024-03-03,2024-03-08,In Progress,0.0,5.0
1140,"Phelps, Johnson and Smith",2023-07-24,Starter,47,Active,2024-07-02,611,499,Feature Request,Medium,2024-07-22,,Open,0.0,0.0
1140,"Phelps, Johnson and Smith",2023-07-24,Starter,47,Active,2024-07-02,611,604,Other,Low,2024-05-01,2024-05-05,In Progress,0.0,4.0
1141,"Johnson, Weiss and Benton",2024-03-15,Professional,97,Canceled,2024-06-02,291,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1142,Sandoval LLC,2024-10-05,Enterprise,199,Canceled,2024-11-01,398,294,Billing Query,Medium,2024-03-04,,Open,0.0,0.0
1143,Watkins Group,2024-01-31,Professional,97,Canceled,2024-12-12,388,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1144,Gregory and Sons,2023-03-24,Enterprise,199,Canceled,2023-08-12,597,454,Feature Request,Low,2024-11-09,,Open,0.0,0.0
1145,Mathis PLC,2024-06-05,Enterprise,199,Canceled,2025-01-03,597,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1146,Martinez LLC,2024-11-07,Starter,47,Active,2024-11-28,1081,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1147,Shepherd-Ingram,2024-05-03,Starter,47,Canceled,2024-05-10,376,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1148,Garrett-Barr,2024-04-05,Starter,47,Canceled,2024-10-23,94,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1149,Waters-Chapman,2024-03-25,Starter,47,Active,2024-09-12,611,409,Billing Query,High,2024-05-15,2024-06-13,In Progress,0.0,29.0
1150,"Gonzales, Patterson and Williams",2024-12-23,Enterprise,199,Active,2025-01-27,3781,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1151,Harris Ltd,2023-04-11,Professional,97,Active,2024-06-11,2328,594,Billing Query,Low,2024-08-09,,Open,0.0,0.0
1152,Madden-Navarro,2024-11-27,Starter,47,Canceled,2024-12-21,47,78,Feature Request,High,2024-02-09,,Open,0.0,0.0
1153,"Santiago, Booth and Kramer",2023-11-09,Enterprise,199,Canceled,2024-05-14,1393,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1154,"Wang, Cuevas and Logan",2024-09-22,Enterprise,199,Canceled,2024-10-11,995,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1155,Smith-Vasquez,2024-12-23,Enterprise,199,Canceled,2025-02-01,1393,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1156,"Brown, Robinson and Campbell",2023-12-31,Starter,47,Active,2024-05-13,517,246,Login Issues,Medium,2024-09-18,2024-09-21,Resolved,4.0,3.0
1157,"Wolf, Burns and Martin",2024-06-10,Starter,47,Canceled,2024-12-27,235,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1158,Li LLC,2023-11-22,Starter,47,Canceled,2024-05-20,376,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1159,"Brown, Stewart and Miller",2024-05-18,Starter,47,Active,2024-11-16,799,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1160,Boyd PLC,2023-09-03,Professional,97,Canceled,2024-04-15,679,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1161,Castillo-Lara,2024-07-24,Enterprise,199,Canceled,2024-12-18,796,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1162,"Mcclure, Gutierrez and Padilla",2023-12-01,Enterprise,199,Active,2024-07-09,1592,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1163,Zamora Inc,2024-02-13,Professional,97,Active,2024-03-12,1164,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1164,Wilson-Graham,2023-06-05,Professional,97,Canceled,2024-01-29,679,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1165,Hull PLC,2024-05-05,Enterprise,199,Canceled,2024-09-02,2189,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1166,Patton LLC,2024-11-25,Starter,47,Active,2024-12-18,376,130,Billing Query,Medium,2024-05-21,,Open,0.0,0.0
1166,Patton LLC,2024-11-25,Starter,47,Active,2024-12-18,376,746,Feature Request,Medium,2024-11-21,,Open,0.0,0.0
1167,"Mercado, Rios and Novak",2023-07-15,Enterprise,199,Canceled,2023-12-25,1592,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1168,Boyer-Harper,2024-01-04,Starter,47,Canceled,2024-05-17,517,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1169,"Juarez, Hatfield and White",2024-08-17,Enterprise,199,Canceled,2024-12-24,1592,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1170,Horn and Sons,2023-12-06,Starter,47,Canceled,2023-12-11,235,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1171,Ruiz LLC,2024-05-02,Enterprise,199,Active,2024-10-01,1194,302,Technical Issue,High,2024-09-26,2024-10-12,Resolved,2.0,16.0
1172,Smith-Boyd,2024-07-12,Starter,47,Canceled,2025-01-29,282,930,Other,Low,2024-09-16,,Open,0.0,0.0
1173,Ramirez PLC,2023-09-13,Enterprise,199,Canceled,2025-01-22,1791,682,Billing Query,Medium,2024-04-22,2024-04-29,In Progress,0.0,7.0
1174,Jones Ltd,2023-08-21,Professional,97,Active,2024-04-26,1261,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1175,Ramirez-Wood,2024-06-19,Enterprise,199,Active,2024-08-10,398,132,Other,Low,2024-12-03,,Open,0.0,0.0
1175,Ramirez-Wood,2024-06-19,Enterprise,199,Active,2024-08-10,398,658,Feature Request,Low,2024-05-19,2024-05-23,In Progress,0.0,4.0
1176,"Beck, Anderson and Graves",2023-08-28,Enterprise,199,Active,2025-02-01,199,942,Login Issues,Medium,2024-10-08,2024-10-25,In Progress,0.0,17.0
1177,Davis-Thompson,2024-04-19,Starter,47,Canceled,2024-08-03,141,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1178,Williams-Harrison,2023-07-19,Professional,97,Active,2024-01-04,388,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1179,Cline-Nelson,2024-09-19,Enterprise,199,Canceled,2024-12-27,398,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1180,Daugherty-Greene,2024-01-06,Enterprise,199,Canceled,2024-10-24,2189,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1181,May-Wu,2024-01-05,Professional,97,Canceled,2024-06-07,97,537,Technical Issue,Medium,2024-04-01,2024-04-09,Resolved,5.0,8.0
1182,Gonzalez-Johnston,2024-12-28,Starter,47,Canceled,2025-01-31,141,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1183,Schwartz Inc,2024-01-04,Enterprise,199,Canceled,2024-08-03,2189,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1184,Martin PLC,2023-03-29,Professional,97,Canceled,2023-07-17,388,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1185,"Mora, Alvarado and Johnson",2024-09-11,Starter,47,Canceled,2024-10-02,47,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1186,"Adams, Cardenas and Berry",2024-03-19,Starter,47,Canceled,2024-07-11,470,864,Other,High,2024-03-25,2024-04-08,Resolved,2.0,14.0
1187,Jones-Hull,2024-03-19,Professional,97,Canceled,2024-08-06,97,350,Feature Request,Medium,2024-12-06,,Open,0.0,0.0
